Datetime,LOAD_CAPITL_t-21,LOAD_CAPITL_t-22,LOAD_CAPITL_t-23,LOAD_CAPITL_t-24,LOAD_DUNWOD_t-21,LOAD_DUNWOD_t-22,LOAD_DUNWOD_t-23,LOAD_DUNWOD_t-24,LOAD_GENESE_t-17,LOAD_GENESE_t-18,LOAD_GENESE_t-20,LOAD_GENESE_t-21,LOAD_GENESE_t-22,LOAD_GENESE_t-23,LOAD_GENESE_t-24,LOAD_HUD VL_t-20,LOAD_HUD VL_t-21,LOAD_HUD VL_t-24,LOAD_LONGIL_t-13,LOAD_LONGIL_t-17,LOAD_LONGIL_t-18,LOAD_LONGIL_t-19,LOAD_LONGIL_t-20,LOAD_LONGIL_t-21,LOAD_LONGIL_t-22,LOAD_LONGIL_t-23,LOAD_LONGIL_t-24,LOAD_MILLWD_t-15,LOAD_N.Y.C._t-21,LOAD_N.Y.C._t-22,LOAD_N.Y.C._t-23,LOAD_N.Y.C._t-24,temp_CAPITL_t-3,temp_CAPITL_t-9,temp_CAPITL_t-18,temp_CAPITL_t-20,temp_CENTRL_t-3,temp_CENTRL_t-6,temp_CENTRL_t-11,temp_CENTRL_t-21,temp_CENTRL_t-23,temp_CENTRL_t-24,temp_GENESE_t-6,temp_GENESE_t-8,temp_GENESE_t-11,temp_GENESE_t-20,temp_GENESE_t-21,temp_GENESE_t-22,temp_GENESE_t-24,temp_LONGIL_t-18,temp_N.Y.C._t-24,temp_WEST_t-3,temp_WEST_t-6,temp_WEST_t-8,temp_WEST_t-19,temp_WEST_t-20,temp_WEST_t-21,temp_WEST_t-22,temp_WEST_t-23,temp_WEST_t-24,last_24h_mean_DUNWOD_t-17,last_24h_mean_DUNWOD_t-20,last_24h_mean_HUD VL_t-24,last_24h_mean_LONGIL_t-12,is_weekend_0,is_weekend_1
6/1/18,1686.1666670000006,1642.975,1523.764286,1401.758333,758.9416667,726.625,666.0357142999999,608.6166667,1673.508333,1682.1166670000002,1618.6,1563.575,1525.041667,1410.192857,1276.933333,1260.358333,1270.2,1047.333333,2555.191667,2669.433333,2669.091667,2697.641667000001,2659.075,2659.3,2574.758333,2377.3357140000007,2149.175,330.0916667,6311.966667000002,6150.716667000002,5854.707143,5479.925,20.51470588,20.77941176,23.66666667,25.0,24.4,22.2,21.7,26.7,26.1,24.4,22.2,22.2,21.7,26.1,26.7,25.6,24.4,21.0,18.9,27.2,25.0,24.4,27.2,25.0,27.2,28.9,27.8,21.7,693.1079861000003,685.3729167,1101.159127,2341.110615,1,0
6/2/18,1827.3,1767.3666670000002,1637.483333,1496.76,837.5,814.2916667000003,764.825,699.5266667000003,1628.308333,1580.016667,1479.866667,1433.566667,1421.691667,1319.975,1202.433333,1607.341667,1574.325,1248.42,2636.058333,2971.258333,3045.108333,3060.316667,2945.725,2894.15,2804.441667,2605.458333,2342.586667,378.2416667,7054.341667000002,6850.85,6534.458333,6154.36,22.0,23.875,26.6875,28.0,22.8,21.7,20.6,21.1,21.1,19.4,21.7,21.1,20.6,22.8,21.1,21.7,19.4,23.0,25.6,21.1,22.2,21.7,26.1,26.7,25.6,25.0,22.8,22.8,682.1974206,696.9179067000001,1257.794583,2344.585367,0,1
6/3/18,1527.925,1502.058333,1411.228571,1294.483333,885.2416667000001,863.8416667000001,826.3214286,764.2916667000003,1038.983333,1060.041667,1053.325,1041.708333,1060.475,1004.285714,932.1666667000003,1404.9,1358.066667,1141.75,3394.083333,3626.791667,3661.425,3639.7,3413.208333,3297.341667,3144.1416670000012,2866.128571,2581.741667,452.425,7208.191667,7125.25,6824.157143,6405.941667,22.0,21.53846154,23.25,23.75,19.4,20.6,16.1,16.1,17.8,18.3,20.6,19.4,16.1,16.1,16.1,17.2,18.3,31.0,27.8,21.7,20.0,19.4,20.0,20.0,20.0,19.4,20.0,20.0,755.0571131,760.3023016,1260.636458,2508.5738,0,1
6/4/18,1484.466667,1439.225,1323.575,1198.716667,636.4416667,634.925,583.3,530.025,1072.341667,1070.783333,1050.6,1054.783333,1051.575,987.1416667,914.8916667,1083.925,1088.075,877.9916667000001,2102.883333,2127.875,2226.308333,2276.533333,2283.15,2341.116667,2272.575,2078.641667000001,1873.633333,279.5083333,5366.641667,5303.366667,5077.058333,4771.058333,19.14285714,20.0,21.0,22.0,15.6,13.9,13.9,17.8,15.0,15.6,13.9,13.3,13.9,19.4,17.8,15.0,15.6,17.0,14.4,17.2,15.0,15.0,20.6,20.6,20.0,20.6,20.6,20.0,658.7488591,619.5356151000002,978.6364582999997,2651.206399,1,0
6/5/18,1451.95,1428.291667,1305.233333,1197.283333,670.475,658.8416667,608.425,551.7,1167.275,1170.325,1119.766667,1093.75,1098.208333,1025.175,943.3,1170.791667,1156.483333,934.3666667,2192.041667,2325.358333,2416.033333,2497.375,2489.075,2488.966667,2433.875,2214.341667,1964.858333,274.2333333,6030.416667,5848.6583329999985,5506.383333,5097.141667,19.23076923,14.61538462,12.57142857,14.28571429,16.1,12.8,13.3,20.6,19.4,18.9,12.8,12.8,13.3,19.4,20.6,19.4,18.9,16.5,20.6,18.3,17.2,16.1,16.1,17.8,18.3,16.7,16.7,17.2,595.2488095,605.3644345,983.4873512,2010.890724,1,0
6/6/18,1424.5,1389.457143,1273.464286,1167.433333,702.875,690.9714286000003,635.2,570.7,1116.758333,1111.65,1080.383333,1091.508333,1084.657143,997.5785714,919.1,1108.083333,1117.375,906.4083333,2383.075,2473.941667,2533.241667,2562.25,2520.95,2523.15,2476.928571,2239.864286,1990.391667,294.025,6039.266667,5869.292857,5504.521429,5090.525,15.69230769,14.76923077,14.0,16.0,13.3,13.9,12.2,16.1,15.6,13.9,13.9,13.3,12.2,16.1,16.1,16.1,13.9,21.0,22.8,15.0,15.0,13.3,15.0,15.6,15.6,15.6,15.0,15.0,627.0111111,629.4128472,992.0064484,2086.483333,1,0
6/7/18,1450.375,1436.791667,1324.55,1220.45,685.45,670.7916667000002,628.2416667,574.3416667,1100.05,1092.641667,1072.766667,1065.991667,1078.333333,1007.55,923.5916667,1100.558333,1126.683333,927.6166667,2294.0,2507.75,2527.8,2509.558333,2442.925,2475.075,2425.05,2210.55,1972.983333,279.8083333,5817.016667,5665.75,5367.95,4988.425,14.0,14.0,18.5,21.0,11.7,11.7,10.6,16.1,15.0,15.0,11.7,11.1,10.6,15.6,16.1,15.0,15.0,19.0,18.3,11.7,11.7,11.1,13.3,13.3,14.4,15.0,16.1,15.0,626.5421131,624.8844742,979.0065972,2152.940179,1,0
6/8/18,1489.616667,1479.55,1392.091667,1273.166667,681.2333332999998,669.5333333,626.1583333,565.4333333,1187.058333,1194.216667,1176.766667,1164.533333,1171.475,1092.683333,997.65,1170.816667,1174.758333,954.7,2273.041667,2479.258333,2542.583333,2564.016667000001,2512.591667,2516.891667000001,2488.425,2283.991667,2039.133333,275.1833333,5843.333333,5730.116667,5437.8,5066.825,16.0,15.45454545,20.6,23.0,13.3,11.7,11.1,22.2,22.8,21.7,11.7,10.6,11.1,21.1,22.2,22.8,21.7,18.0,18.9,11.7,10.0,10.0,20.6,22.2,22.2,22.2,21.7,21.1,624.615625,625.5545139,1019.147222,2152.334722,1,0
6/9/18,1547.225,1530.641667,1431.991667,1330.175,786.9583332999997,770.1,724.4583332999997,667.275,1224.1,1225.285714,1174.708333,1132.533333,1120.083333,1048.525,952.5,1393.35,1342.65,1095.416667,2610.558333,3017.683333,3040.192857,3004.316667,2898.316667,2799.341667,2739.833333,2561.266667000001,2331.466667,344.95,6629.125,6524.816667,6269.575,5947.625,18.0,16.2,24.0,24.0,17.8,16.1,14.4,24.4,23.3,22.2,16.1,15.0,14.4,24.4,24.4,24.4,22.2,23.0,28.3,17.8,15.0,15.6,23.9,24.4,25.6,25.0,24.4,23.9,650.0427579,664.9820933,1121.18254,2179.0978170000008,0,1
6/10/18,1460.425,1454.733333,1374.433333,1268.141667,759.1583333,746.4833332999997,714.925,666.7833333,1072.633333,1093.475,1066.5,1048.691667,1054.391667,992.6416667,920.65,1192.216667,1176.891667,987.7583333,2733.175,2940.0166670000012,2970.458333,2932.066667,2792.333333,2735.308333,2686.891667000001,2510.858333,2308.6,332.65,6089.108333,6058.15,5915.858333,5674.45,23.15384615,19.46153846,23.0,24.33333333,14.4,12.2,11.7,23.3,23.9,22.2,12.2,11.7,11.7,21.7,23.3,22.8,22.2,25.0,23.3,19.4,15.6,14.4,22.8,22.8,22.8,22.8,22.8,22.2,686.3848214,680.1479167,1054.308681,2426.304563,0,1
6/11/18,1467.291667,1453.616667,1343.564286,1227.166667,682.5083333,679.4333333,644.0571428999998,592.9,1069.9,1078.3,1056.558333,1049.508333,1053.833333,989.3857143,910.8083332999997,1093.716667,1106.508333,915.7,2352.275,2431.116667,2448.95,2426.466667,2405.183333,2423.808333,2393.358333,2211.764286,2005.433333,280.7333333,5545.25,5503.8,5300.264286,4987.141667,20.83333333,19.83333333,23.6,24.8,16.7,14.4,13.3,21.7,20.6,19.4,14.4,14.4,13.3,22.2,21.7,20.6,19.4,22.0,18.3,19.4,18.3,17.2,25.0,23.3,21.7,21.1,22.2,21.7,642.5745536000002,627.8686508,959.2192956,2375.753472,1,0
6/12/18,1561.525,1502.516667,1392.841667,1266.666667,694.5416667000003,679.8833333,620.0416667000002,563.3583332999998,1214.958333,1221.533333,1188.091667,1151.7,1131.133333,1051.275,955.6916667000003,1242.916667,1200.75,965.4583332999997,2296.55,2541.308333,2630.55,2655.116667,2587.666667,2528.558333,2477.475,2253.533333,1997.483333,305.225,5877.425,5746.258333,5438.9,5043.7,23.27272727,23.81818182,24.63636364,24.81818182,16.1,13.9,10.6,23.9,23.9,22.8,13.9,12.8,10.6,22.8,23.9,23.9,22.8,20.0,18.3,17.8,16.1,14.4,24.4,24.4,25.0,24.4,23.9,23.3,625.8659722,634.5565972,1037.10997,2152.219097,1,0
6/13/18,1631.208333,1586.333333,1453.158333,1322.458333,705.5166667000003,691.75,642.6,566.9916667,1401.875,1422.816667,1353.633333,1312.5,1305.725,1221.858333,1113.475,1240.433333,1230.241667,985.7333333,2303.366667,2587.425,2660.708333,2667.066667,2585.425,2536.5,2503.0,2297.891667000001,2050.758333,298.5666667,5968.341667000002,5870.808333,5570.841667000002,5192.55,15.0,15.0,22.22222222,25.11111111,15.0,14.4,15.0,26.7,26.7,26.1,14.4,13.3,15.0,26.1,26.7,26.7,26.1,20.0,22.2,17.8,16.1,14.4,26.7,27.2,27.8,28.3,28.3,27.2,626.5753472,627.3715278,1049.928621,2158.679415,1,0
6/14/18,1606.083333,1606.075,1472.108333,1353.325,783.7916667000003,780.0666667,737.0166667000003,667.5083333,1487.275,1465.941667,1392.075,1338.241667,1300.866667,1195.75,1080.058333,1279.916667,1288.183333,1104.691667,2598.383333,2627.183333,2700.333333,2738.116667,2727.466667,2731.108333,2712.175,2517.266667000001,2278.516667000001,309.2384615,6854.9083329999985,6762.816667,6492.233333,6111.05,21.0,21.0,21.0,22.0,21.7,20.0,18.3,28.9,28.9,26.7,20.0,20.0,18.3,26.1,28.9,28.9,26.7,19.0,26.1,25.6,22.8,22.8,21.7,22.8,22.2,20.0,20.0,22.2,645.9588408,650.3939102999999,1094.832853,2245.538542,1,0
6/15/18,1468.883333,1440.8,1345.833333,1240.633333,831.8916667000003,811.525,759.7333332999997,678.85,1269.016667,1275.216667,1222.208333,1180.566667,1169.983333,1089.408333,992.5,1373.633333,1329.683333,1061.925,2830.483333,3388.75,3483.691667,3449.525,3341.041667,3207.758333,3110.091667,2826.258333,2497.55,354.5857143,6916.858333,6798.258333,6453.25,6013.941667,20.0,20.0,20.0,20.0,21.7,18.9,17.2,23.3,23.3,22.8,18.9,17.2,17.2,23.3,23.3,23.3,22.8,28.0,28.3,20.6,18.3,16.1,23.9,24.4,24.4,23.9,24.4,22.8,719.5300595,734.5383929,1162.489732,2407.344872,1,0
6/16/18,1443.316667,1438.35,1352.458333,1241.766667,730.4833332999997,719.0083333,684.5916667,624.6083332999998,1271.375,1276.091667,1222.158333,1168.7,1148.033333,1073.141667,971.425,1230.691667,1197.941667,993.8333332999997,2622.55,2840.058333,2825.833333,2825.958333,2794.8916670000012,2713.866667,2665.508333,2469.875,2241.441667,301.8666667,6321.641667,6244.325,6014.225,5687.4,17.33333333,15.33333333,17.5,21.0,18.9,13.9,12.2,24.4,24.4,23.3,13.9,11.1,12.2,23.9,24.4,23.9,23.3,22.0,24.4,17.8,15.0,13.9,25.0,24.4,26.1,24.4,23.9,22.8,712.3086806,696.60625,1079.3600689999996,2640.648264,0,1
6/17/18,1568.883333,1536.416667,1454.8,1340.166667,754.6166667,746.8,700.85,653.2583333,1267.9,1302.816667,1288.25,1229.458333,1205.55,1140.516667,1047.641667,1351.241667,1300.008333,1062.833333,2703.841667,3178.8916670000012,3247.783333,3166.116667,3001.816667,2897.291667,2841.041667,2657.066667,2419.508333,319.175,6375.475,6345.183333,6179.841667000002,5897.791667,19.76470588,18.70588235,27.0,28.0,14.4,13.3,11.7,27.8,26.7,26.7,13.3,12.8,11.7,27.2,27.8,27.2,26.7,27.0,27.8,18.3,15.6,13.3,27.2,27.8,27.8,27.8,27.2,26.7,641.5458332999998,645.8083333,1086.522222,2341.333333,0,1
6/18/18,1769.141667,1741.5666670000005,1611.35,1468.25,883.2583332999999,888.6416667000003,834.7666667000003,762.975,1529.358333,1562.516667,1542.716667,1502.475,1481.641667,1394.566667,1271.341667,1627.983333,1570.908333,1241.383333,3101.7666670000012,3568.983333,3577.408333,3506.325,3369.3,3247.075,3205.475,2971.091667,2649.783333,416.8083333,6917.208333,6999.175,6869.616667,6551.125,24.53846154,23.15384615,27.57142857,28.71428571,21.1,17.8,15.6,31.1,31.1,31.1,17.8,16.1,15.6,30.6,31.1,31.1,31.1,28.0,28.9,23.3,19.4,18.9,28.9,29.4,28.9,28.9,28.9,28.3,695.5378472,711.078125,1219.631052,2506.8204370000008,1,0
6/19/18,1970.183333,1924.028571,1798.3083329999995,1654.7,1131.25,1085.978571,997.35,924.7916667000003,1671.691667,1714.966667,1649.808333,1615.583333,1561.95,1458.575,1327.991667,1931.4,1857.733333,1503.516667,3610.683333,4040.175,4051.283333,3926.983333,3716.4,3605.141667,3494.685714,3206.066667,2889.95,538.3285714,9193.191667,8761.75,8349.275,7775.875,28.0,25.0,32.0,32.0,26.1,23.3,23.3,31.7,28.3,28.9,23.3,22.8,23.3,32.8,31.7,25.0,28.9,27.0,33.3,25.0,22.8,24.4,25.6,23.9,22.2,23.9,22.2,22.8,888.0389589,922.5035423,1540.24169,2901.024101,1,0
6/20/18,1781.076923,1723.1166670000002,1593.4,1453.408333,1030.876923,987.4833333,915.6916667000003,818.6666667000003,1379.616667,1377.525,1290.592308,1250.530769,1234.325,1161.9,1065.725,1685.330769,1597.069231,1234.158333,3715.45,4189.891667,4249.775,4222.725,4023.5,3778.761538,3587.025,3223.35,2838.108333,492.425,8439.053845999999,8244.333333,7845.516667,7302.325,24.84615385,22.53846154,26.5,26.68421053,25.0,22.8,17.2,22.8,22.2,21.1,22.8,21.1,17.2,22.2,22.8,22.8,21.1,29.0,30.6,21.7,21.7,20.0,22.8,23.3,23.3,23.3,23.3,22.2,980.2662698,969.6316545,1477.39881,3255.611508,1,0
6/21/18,1649.725,1629.391667,1511.025,1379.757143,901.7833333,893.4416667000003,842.3583332999997,778.9928571,1283.333333,1296.2,1282.891667,1234.966667,1217.183333,1140.241667,1046.8714289999998,1488.441667,1466.675,1210.935714,3079.033333,3678.866667,3671.416667,3571.816667,3446.458333,3360.575,3281.308333,3023.8916670000012,2731.657143,422.35,7791.35,7721.725,7446.841667000002,7020.985714,24.47368421,22.57894737,22.0,22.66666667,17.2,15.6,14.4,22.8,22.2,23.3,15.6,16.1,14.4,22.8,22.8,22.2,23.3,25.0,25.0,19.4,18.3,16.7,21.7,22.8,22.8,22.8,23.3,22.8,835.8977563999997,811.7917467999997,1263.819891,3095.966403,1,0
6/22/18,1630.075,1593.9,1485.275,1356.241667,962.1666667000003,940.1083333,873.875,793.2583333,1227.091667,1231.95,1195.5,1149.4,1140.041667,1083.325,994.8916667,1610.65,1554.9,1229.708333,3062.166667,3780.55,3856.541667,3837.575,3659.991667,3472.275,3334.975,3058.683333,2710.466667,432.5416667,7742.625,7620.741667,7316.416667,6883.85,19.16666667,20.16666667,24.0,26.0,17.2,14.4,12.8,22.2,21.7,20.6,14.4,13.3,12.8,23.3,22.2,21.1,20.6,27.0,28.3,18.9,16.1,15.0,22.8,22.8,23.3,22.8,22.8,21.1,819.3757937,832.1976687000001,1317.268899,2876.244792,1,0
6/23/18,1603.175,1597.491667,1507.541667,1399.275,776.6166667,764.7416667,721.8833333,663.3,1196.125,1180.741667,1150.0,1155.483333,1166.683333,1115.291667,1023.091667,1308.216667,1292.0,1098.408333,3018.566667,3094.233333,3016.858333,2933.191667,2826.183333,2787.2666670000012,2733.066667,2544.966667,2324.475,388.6571429,6506.458333,6388.266667,6131.1583329999985,5791.175,20.92307692,16.76923077,22.14285714,24.71428571,13.9,11.1,8.9,23.9,24.4,23.3,11.1,8.9,8.9,23.3,23.9,23.3,23.3,21.0,20.0,17.2,13.3,13.3,22.8,22.2,22.2,22.8,21.7,21.7,805.8601687,780.5066964,1178.69375,2907.371577,0,1
6/24/18,1388.958333,1371.241667,1306.508333,1221.358333,659.0916667,667.3083333,637.0083333,598.5166667000002,1126.325,1133.875,1110.625,1094.975,1100.866667,1056.6,987.1916667000003,1094.983333,1111.7,992.1916667000003,2478.65,2418.8,2441.05,2458.783333,2450.408333,2466.125,2449.166667,2329.175,2155.333333,285.4,5664.766667,5665.85,5538.183333,5343.066667,22.0,18.4,13.0,14.0,18.9,17.2,16.7,23.9,22.8,22.8,17.2,16.7,16.7,22.2,23.9,22.8,22.8,17.0,19.4,20.0,18.9,18.9,20.0,21.1,22.2,23.3,23.9,21.7,646.3548611,625.3958332999998,1019.872222,2466.36999,0,1
6/25/18,1531.775,1485.608333,1393.95,1303.491667,837.8583332999997,817.2916667000003,769.8416667,698.2333332999997,1052.713333,1063.5,1051.125,1042.066667,1047.05,1002.525,940.975,1442.508333,1361.116667,1105.691667,2705.716667,3132.653333,3154.216667,3122.558333,3073.2,3063.133333,3047.225,2819.633333,2536.416667,383.9583333,7024.433333,6981.741667,6668.566667,6303.258333,15.46153846,16.84615385,24.0,23.0,20.6,18.9,18.3,20.0,17.2,17.2,18.9,17.8,18.3,20.6,20.0,18.3,17.2,23.0,30.6,20.0,18.9,18.9,17.8,17.8,17.8,18.3,18.9,18.9,629.6348611000002,652.0168056,1148.786458,2197.089236,1,0
6/26/18,1536.758333,1510.041667,1404.016667,1274.975,817.825,789.8,734.6583333,653.2083332999998,1201.283333,1206.541667,1187.7,1147.25,1127.975,1053.525,959.0083333,1386.291667,1315.975,1022.908333,2984.05,3366.841667,3453.15,3469.683333,3309.841667,3121.7,3014.683333,2729.991667,2407.658333,375.8166667,7029.9,6916.433333,6585.558333,6107.7,18.66666667,20.66666667,23.66666667,24.33333333,16.1,16.7,13.9,20.6,20.6,20.6,16.7,15.6,13.9,20.6,20.6,21.1,20.6,25.0,26.7,16.7,17.2,15.6,21.7,21.7,22.2,21.7,22.2,21.7,747.859375,753.2868056,1169.817014,2645.555694,1,0
6/27/18,1613.333333,1578.1,1466.041667,1345.125,802.6083332999997,792.7583333,748.9083333,686.45,1287.441667,1304.141667,1258.066667,1217.758333,1209.55,1130.333333,1033.308333,1377.416667,1342.125,1090.558333,2812.091667,3186.041667,3251.425,3208.833333,3066.5166670000012,2957.708333,2911.983333,2684.041667,2403.908333,342.0166667,6744.416667,6669.066667,6380.016667,5950.291667,16.0,16.54545455,23.0,25.0,13.3,11.1,9.4,25.0,26.1,25.0,11.1,10.0,9.4,24.4,25.0,25.6,25.0,23.0,23.3,18.3,13.3,11.7,25.0,25.6,26.7,26.7,27.2,26.7,714.7158730000001,710.6273312999997,1121.471677,2637.469742,1,0
6/28/18,1526.383333,1469.883333,1372.983333,1284.366667,755.4166667000003,747.8166667,707.3333332999997,655.2,1269.058333,1256.675,1226.116667,1211.45,1212.366667,1144.616667,1054.8,1208.808333,1200.4,1017.583333,2856.416667,2934.991667,2911.091667,2891.675,2900.316667,2857.066667,2823.908333,2641.533333,2407.183333,330.2916667,6589.175,6515.5,6255.041667,5938.266667,19.0,17.8,20.14285714,19.57142857,20.0,18.3,20.0,19.4,20.0,19.4,18.3,19.4,20.0,20.0,19.4,19.4,19.4,24.0,22.8,22.2,21.7,22.2,21.1,21.1,21.7,22.2,21.1,20.6,712.230754,702.2925594999997,1103.169792,2584.446032,1,0
6/29/18,1736.8083329999995,1716.766667,1615.083333,1480.033333,933.5916667,908.725,857.35,782.6333333,1482.683333,1507.208333,1478.683333,1416.35,1392.675,1305.475,1189.691667,1633.941667,1587.625,1301.366667,3243.4,3665.766667,3697.691667,3564.0,3455.6,3333.533333,3272.483333,3038.441667,2738.625,428.175,7766.383333,7680.891667,7404.9,6956.833333,17.0,18.8,24.0,24.0,19.4,19.4,18.9,25.0,26.1,25.6,19.4,19.4,18.9,23.9,25.0,26.1,25.6,24.0,26.1,20.0,20.0,20.0,22.8,24.4,24.4,23.9,22.8,22.2,762.665625,790.6503472,1296.570089,2623.5748510000008,1,0
6/30/18,1876.391667,1837.233333,1715.3666670000002,1578.916667,1033.0,1001.516667,939.65,863.6833332999997,1673.891667,1680.3166670000005,1608.891667,1523.966667,1481.783333,1384.008333,1255.133333,1802.35,1704.108333,1347.766667,3867.358333,4430.9083329999985,4484.383333,4447.4666670000015,4256.391667,4002.925,3841.908333,3525.708333,3184.458333,502.225,8193.383333,8046.525,7761.625,7361.7,22.90909091,22.36363636,28.5,31.0,21.1,21.1,19.4,28.9,28.9,28.9,21.1,20.6,19.4,28.9,28.9,29.4,28.9,31.0,32.2,20.0,19.4,19.4,27.2,27.2,28.3,28.9,28.3,28.3,864.7733332999999,881.4677777999997,1439.350208,2981.29375,0,1
7/1/18,2034.266667,1999.6,1883.758333,1741.6,1079.341667,1060.891667,1016.858333,932.125,1798.928571,1825.433333,1780.9,1719.6916670000005,1684.658333,1580.925,1457.825,1891.491667,1803.25,1490.658333,4001.85,4481.692857,4539.633333,4491.625,4309.616667,4051.183333,3898.016667,3622.833333,3316.341667,526.5333333000002,8112.716667000002,8090.383333,7912.116667,7635.675,26.0,23.6,32.0,34.0,21.7,20.0,18.9,32.8,32.8,32.2,20.0,18.9,18.9,31.7,32.8,32.8,32.2,31.0,34.4,23.9,21.1,20.6,28.3,28.9,28.9,28.3,28.3,28.3,896.8917162999999,898.7660218000003,1460.010218,3373.687014,0,1
7/2/18,2296.458333,2257.441667,2130.366667,1974.6916670000005,1194.083333,1175.433333,1097.116667,1011.591667,1861.616667,1873.835714,1816.466667,1756.875,1722.2083329999994,1616.2,1489.283333,2094.233333,2003.55,1616.408333,4311.5333329999985,4909.433333,4955.35,4917.916667,4761.191667,4538.1583329999985,4416.6,4077.333333,3664.741667,570.575,9095.391667,9149.108333,8973.133333,8601.5,32.15789474,30.57894737,32.66666667,34.33333333,27.2,23.9,21.7,33.3,33.9,32.2,23.9,21.1,21.7,33.3,33.3,33.3,32.2,34.0,33.9,25.6,24.4,25.0,31.1,31.7,32.8,32.8,32.2,31.7,963.0256944,975.9135417,1621.736706,3506.641369,1,0
7/3/18,2344.958333,2252.825,2088.575,1922.208333,1221.441667,1186.45,1111.725,1019.033333,2037.891667,1993.65,1834.014286,1763.525,1723.908333,1618.366667,1482.116667,2149.542857,2065.983333,1642.275,4703.616667,5132.433333,5156.625,5079.708333,4858.428571,4640.375,4463.1,4095.1,3682.283333,627.825,9621.2,9523.85,9175.225,8721.075,32.38461538,30.53846154,34.0,36.0,27.8,25.6,21.7,27.8,27.8,25.6,25.6,23.3,21.7,33.3,27.8,31.1,25.6,31.0,32.2,27.8,25.6,24.4,30.0,29.4,28.3,28.3,28.3,27.8,1077.297917,1084.919097,1763.119841,3922.184375,1,0
7/4/18,2219.008333,2156.95,2017.258333,1867.908333,1054.891667,1026.416667,980.2,918.4333332999997,1808.55,1807.016667,1697.5666670000005,1592.133333,1499.975,1384.216667,1263.075,1897.05,1861.65,1566.566667,4584.066667,4834.258333,4692.375,4508.9,4285.1583329999985,4124.1,3992.15,3726.533333,3408.308333,616.4083333,8884.775,8771.333333,8449.133333,8021.925,26.0,27.2,31.0,33.0,22.8,22.2,22.8,30.0,30.0,29.4,22.2,22.8,22.8,28.9,30.0,30.0,29.4,30.0,27.2,26.1,23.9,23.3,30.0,30.6,31.7,31.1,31.7,31.1,1099.218403,1077.231944,1694.232292,4029.79876,1,0
7/5/18,2167.175,2114.416667,2023.507143,1897.033333,975.8583333,960.65,934.5071429,893.4166667000003,1756.5666670000005,1755.3833329999998,1695.983333,1627.516667,1589.591667,1513.178571,1449.816667,1682.8333329999994,1637.425,1422.975,4251.464286,4307.125,4214.016667,4063.366667,3900.166667,3805.075,3755.85,3598.828571,3374.758333,543.1666667000002,7894.9,7928.8,7853.014286,7726.441667,26.0,26.0,33.0,34.0,22.2,18.9,18.9,32.2,30.6,29.4,18.9,18.3,18.9,31.1,32.2,32.2,29.4,28.0,27.8,24.4,21.7,22.2,32.2,32.8,32.8,32.8,30.0,32.2,952.2831845,939.108879,1546.31875,3714.929712,1,0
7/6/18,2199.683333,2162.833333,2026.925,1887.25,1168.775,1141.475,1075.108333,996.0416667000003,1994.291667,1957.375,1804.333333,1749.841667,1707.1833329999995,1595.25,1480.308333,2039.375,1964.083333,1608.233333,4401.208333,4923.666667,4955.266667,4912.975,4707.075,4499.2833329999985,4363.375,4047.408333,3659.483333,517.2333333,9311.175,9205.683333,8845.508333,8322.341667,33.5,30.5,29.8,28.6,26.7,24.4,22.8,29.4,29.4,28.9,24.4,23.3,22.8,28.9,29.4,28.3,28.9,30.0,30.0,27.2,25.6,24.4,31.1,31.7,30.6,29.4,27.8,27.8,975.6506448,1005.017659,1632.121875,3600.667758,1,0
7/7/18,1633.75,1581.5,1480.616667,1364.65,890.15,852.6916667000003,791.8583332999997,725.6083332999997,1362.383333,1348.375,1280.991667,1209.666667,1186.85,1116.241667,1022.333333,1558.091667,1442.166667,1151.083333,3681.416667,3678.4,3647.691667,3671.033333,3557.025,3436.9,3337.133333,3080.525,2769.375,448.4666667,7620.391667,7347.3,6955.708333,6514.675,28.46666667,26.86666667,26.16666667,26.5,26.7,25.0,22.2,22.2,21.7,21.1,25.0,24.4,22.2,22.2,22.2,22.2,21.1,25.0,27.8,26.7,24.4,23.3,23.3,23.9,23.3,23.3,23.3,22.8,1003.630208,967.5729167000003,1487.654861,3887.121875,0,1
7/8/18,1553.15,1534.8,1457.483333,1359.808333,718.65,703.0666667,674.8416667,630.2083332999998,1231.341667,1258.808333,1238.016667,1187.283333,1158.933333,1091.35,1005.95,1299.808333,1238.166667,1037.208333,2628.891667000001,2937.208333,3002.275,3001.333333,2862.075,2719.333333,2675.833333,2511.975,2299.275,315.2166667,5878.891667,5865.725,5723.466667000002,5511.433333,17.0,17.54545455,24.0,25.33333333,15.0,14.4,10.0,24.4,23.9,23.9,14.4,13.9,10.0,22.8,24.4,24.4,23.9,23.0,21.7,18.3,16.1,15.0,25.0,25.0,25.6,25.6,25.6,25.6,704.7654514,678.5793403,1082.795833,2844.95816,0,1
